Case ID,Activity,Timestamp,Group,Lifecycle
11,Activity 1/Activity 3/Activity 5/Activity 7/Activity 9/Activity 11,2014-08-01T08:00:00Z/2014-08-02T08:00:00Z/2014-08-03T08:00:00Z/2014-08-04T08:00:00Z/2014-08-05T08:00:00Z/2014-08-06T08:00:00Z,Group 3/Group 4/Group 5/Group 3/Group 4/Group 5,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
12,Activity 2/Activity 4/Activity 6/Activity 8/Activity 10/Activity 12/Activity 14/Activity 15/Activity 16,2014-09-10T09:00:00Z/2014-09-11T10:00:00Z/2014-09-12T11:00:00Z/2014-09-13T12:00:00Z/2014-09-14T13:00:00Z/2014-09-15T14:00:00Z/2014-09-16T15:00:00Z/2014-09-17T16:00:00Z/2014-09-18T17:00:00Z,Group 6/Group 7/Group 8/Group 9/Group 10/Group 11/Group 12/Group 13/Group 14,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
13,Activity 1/Activity 2/Activity 3/Activity 4/Activity 5/Activity 6/Activity 7/Activity 8/Activity 9/Activity 10/Activity 11/Activity 12/Activity 13/Activity 14,2014-10-07T08:18:29Z/2014-10-07T09:18:29Z/2014-10-08T08:18:29Z/2014-10-09T08:18:29Z/2014-10-10T14:00:00Z/2014-10-11T09:00:00Z/2014-10-12T10:00:00Z/2014-10-13T11:00:00Z/2014-10-14T12:00:00Z/2014-10-15T13:00:00Z/2014-10-16T14:00:00Z/2014-10-17T15:00:00Z/2014-10-18T16:00:00Z/2014-10-19T17:00:00Z,Group 1/Group 2/Group 1/Group 3/Group 4/Group 2/Group 5/Group 6/Group 1/Group 7/Group 8/Group 9/Group 2/Group 10,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
14,Activity 1/Activity 2/Activity 16,2014-11-20T08:00:00Z/2014-11-20T08:05:00Z/2014-11-20T08:10:00Z,Group 1/Group 2/Group 1,DEFAULT/DEFAULT/DEFAULT
15,Activity 1/Activity 3/Activity 5/Activity 7/Activity 9/Activity 11,2014-12-01T08:00:00Z/2014-12-02T08:00:00Z/2014-12-03T08:00:00Z/2014-12-04T08:00:00Z/2014-12-05T08:00:00Z/2014-12-06T08:00:00Z,Group 3/Group 4/Group 5/Group 3/Group 4/Group 5,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
16,Activity 2/Activity 4/Activity 6/Activity 8/Activity 10/Activity 12/Activity 14/Activity 15/Activity 16,2015-01-10T09:00:00Z/2015-01-11T10:00:00Z/2015-01-12T11:00:00Z/2015-01-13T12:00:00Z/2015-01-14T13:00:00Z/2015-01-15T14:00:00Z/2015-01-16T15:00:00Z/2015-01-17T16:00:00Z/2015-01-18T17:00:00Z,Group 6/Group 7/Group 8/Group 9/Group 10/Group 11/Group 12/Group 13/Group 14,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
17,Activity 1/Activity 2/Activity 3/Activity 4/Activity 5/Activity 6/Activity 7/Activity 8/Activity 9/Activity 10/Activity 11/Activity 12/Activity 13/Activity 14,2015-02-07T08:18:29Z/2015-02-07T09:18:29Z/2015-02-08T08:18:29Z/2015-02-09T08:18:29Z/2015-02-10T14:00:00Z/2015-02-11T09:00:00Z/2015-02-12T10:00:00Z/2015-02-13T11:00:00Z/2015-02-14T12:00:00Z/2015-02-15T13:00:00Z/2015-02-16T14:00:00Z/2015-02-17T15:00:00Z/2015-02-18T16:00:00Z/2015-02-19T17:00:00Z,Group 1/Group 2/Group 1/Group 3/Group 4/Group 2/Group 5/Group 6/Group 1/Group 7/Group 8/Group 9/Group 2/Group 10,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
18,Activity 1/Activity 2/Activity 16,2015-03-20T08:00:00Z/2015-03-20T08:05:00Z/2015-03-20T08:10:00Z,Group 1/Group 2/Group 1,DEFAULT/DEFAULT/DEFAULT
19,Activity 1/Activity 3/Activity 5/Activity 7/Activity 9/Activity 11,2015-04-01T08:00:00Z/2015-04-02T08:00:00Z/2015-04-03T08:00:00Z/2015-04-04T08:00:00Z/2015-04-05T08:00:00Z/2015-04-06T08:00:00Z,Group 3/Group 4/Group 5/Group 3/Group 4/Group 5,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
20,Activity 2/Activity 4/Activity 6/Activity 8/Activity 10/Activity 12/Activity 14/Activity 15/Activity 16,2015-05-10T09:00:00Z/2015-05-11T10:00:00Z/2015-05-12T11:00:00Z/2015-05-13T12:00:00Z/2015-05-14T13:00:00Z/2015-05-15T14:00:00Z/2015-05-16T15:00:00Z/2015-05-17T16:00:00Z/2015-05-18T17:00:00Z,Group 6/Group 7/Group 8/Group 9/Group 10/Group 11/Group 12/Group 13/Group 14,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
21,Activity 1/Activity 2/Activity 3/Activity 4/Activity 5/Activity 6/Activity 7/Activity 8/Activity 9/Activity 10/Activity 11/Activity 12/Activity 13/Activity 14,2013-11-21T08:18:29Z/2013-11-21T09:18:29Z/2013-11-22T08:18:29Z/2013-11-23T08:18:29Z/2013-11-24T14:00:00Z/2013-11-25T09:00:00Z/2013-11-26T10:00:00Z/2013-11-27T11:00:00Z/2013-11-28T12:00:00Z/2013-11-29T13:00:00Z/2013-11-30T14:00:00Z/2013-12-01T15:00:00Z/2013-12-02T16:00:00Z/2013-12-03T17:00:00Z,Group 1/Group 2/Group 1/Group 3/Group 4/Group 2/Group 5/Group 6/Group 1/Group 7/Group 8/Group 9/Group 2/Group 10,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
22,Activity 1/Activity 2/Activity 16,2013-12-20T08:00:00Z/2013-12-20T08:05:00Z/2013-12-20T08:10:00Z,Group 1/Group 2/Group 1,DEFAULT/DEFAULT/DEFAULT
23,Activity 1/Activity 3/Activity 5/Activity 7/Activity 9/Activity 11,2014-01-01T08:00:00Z/2014-01-02T08:00:00Z/2014-01-03T08:00:00Z/2014-01-04T08:00:00Z/2014-01-05T08:00:00Z/2014-01-06T08:00:00Z,Group 3/Group 4/Group 5/Group 3/Group 4/Group 5,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
24,Activity 2/Activity 4/Activity 6/Activity 8/Activity 10/Activity 12/Activity 14/Activity 15/Activity 16,2014-02-10T09:00:00Z/2014-02-11T10:00:00Z/2014-02-12T11:00:00Z/2014-02-13T12:00:00Z/2014-02-14T13:00:00Z/2014-02-15T14:00:00Z/2014-02-16T15:00:00Z/2014-02-17T16:00:00Z/2014-02-18T17:00:00Z,Group 6/Group 7/Group 8/Group 9/Group 10/Group 11/Group 12/Group 13/Group 14,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
25,Activity 1/Activity 2/Activity 3/Activity 4/Activity 5/Activity 6/Activity 7/Activity 8/Activity 9/Activity 10/Activity 11/Activity 12/Activity 13/Activity 14,2014-03-07T08:18:29Z/2014-03-07T09:18:29Z/2014-03-08T08:18:29Z/2014-03-09T08:18:29Z/2014-03-10T14:00:00Z/2014-03-11T09:00:00Z/2014-03-12T10:00:00Z/2014-03-13T11:00:00Z/2014-03-14T12:00:00Z/2014-03-15T13:00:00Z/2014-03-16T14:00:00Z/2014-03-17T15:00:00Z/2014-03-18T16:00:00Z/2014-03-19T17:00:00Z,Group 1/Group 2/Group 1/Group 3/Group 4/Group 2/Group 5/Group 6/Group 1/Group 7/Group 8/Group 9/Group 2/Group 10,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
26,Activity 1/Activity 2/Activity 16,2014-04-20T08:00:00Z/2014-04-20T08:05:00Z/2014-04-20T08:10:00Z,Group 1/Group 2/Group 1,DEFAULT/DEFAULT/DEFAULT
27,Activity 1/Activity 3/Activity 5/Activity 7/Activity 9/Activity 11,2014-05-01T08:00:00Z/2014-05-02T08:00:00Z/2014-05-03T08:00:00Z/2014-05-04T08:00:00Z/2014-05-05T08:00:00Z/2014-05-06T08:00:00Z,Group 3/Group 4/Group 5/Group 3/Group 4/Group 5,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
28,Activity 2/Activity 4/Activity 6/Activity 8/Activity 10/Activity 12/Activity 14/Activity 15/Activity 16,2014-06-10T09:00:00Z/2014-06-11T10:00:00Z/2014-06-12T11:00:00Z/2014-06-13T12:00:00Z/2014-06-14T13:00:00Z/2014-06-15T14:00:00Z/2014-06-16T15:00:00Z/2014-06-17T16:00:00Z/2014-06-18T17:00:00Z,Group 6/Group 7/Group 8/Group 9/Group 10/Group 11/Group 12/Group 13/Group 14,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
29,Activity 1/Activity 2/Activity 3/Activity 4/Activity 5/Activity 6/Activity 7/Activity 8/Activity 9/Activity 10/Activity 11/Activity 12/Activity 13/Activity 14,2014-07-07T08:18:29Z/2014-07-07T09:18:29Z/2014-07-08T08:18:29Z/2014-07-09T08:18:29Z/2014-07-10T14:00:00Z/2014-07-11T09:00:00Z/2014-07-12T10:00:00Z/2014-07-13T11:00:00Z/2014-07-14T12:00:00Z/2014-07-15T13:00:00Z/2014-07-16T14:00:00Z/2014-07-17T15:00:00Z/2014-07-18T16:00:00Z/2014-07-19T17:00:00Z,Group 1/Group 2/Group 1/Group 3/Group 4/Group 2/Group 5/Group 6/Group 1/Group 7/Group 8/Group 9/Group 2/Group 10,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
30,Activity 1/Activity 2/Activity 16,2014-08-20T08:00:00Z/2014-08-20T08:05:00Z/2014-08-20T08:10:00Z,Group 1/Group 2/Group 1,DEFAULT/DEFAULT/DEFAULT
31,Activity 1/Activity 3/Activity 5/Activity 7/Activity 9/Activity 11,2014-09-01T08:00:00Z/2014-09-02T08:00:00Z/2014-09-03T08:00:00Z/2014-09-04T08:00:00Z/2014-09-05T08:00:00Z/2014-09-06T08:00:00Z,Group 3/Group 4/Group 5/Group 3/Group 4/Group 5,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
32,Activity 2/Activity 4/Activity 6/Activity 8/Activity 10/Activity 12/Activity 14/Activity 15/Activity 16,2014-10-10T09:00:00Z/2014-10-11T10:00:00Z/2014-10-12T11:00:00Z/2014-10-13T12:00:00Z/2014-10-14T13:00:00Z/2014-10-15T14:00:00Z/2014-10-16T15:00:00Z/2014-10-17T16:00:00Z/2014-10-18T17:00:00Z,Group 6/Group 7/Group 8/Group 9/Group 10/Group 11/Group 12/Group 13/Group 14,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
33,Activity 1/Activity 2/Activity 3/Activity 4/Activity 5/Activity 6/Activity 7/Activity 8/Activity 9/Activity 10/Activity 11/Activity 12/Activity 13/Activity 14,2014-11-07T08:18:29Z/2014-11-07T09:18:29Z/2014-11-08T08:18:29Z/2014-11-09T08:18:29Z/2014-11-10T14:00:00Z/2014-11-11T09:00:00Z/2014-11-12T10:00:00Z/2014-11-13T11:00:00Z/2014-11-14T12:00:00Z/2014-11-15T13:00:00Z/2014-11-16T14:00:00Z/2014-11-17T15:00:00Z/2014-11-18T16:00:00Z/2014-11-19T17:00:00Z,Group 1/Group 2/Group 1/Group 3/Group 4/Group 2/Group 5/Group 6/Group 1/Group 7/Group 8/Group 9/Group 2/Group 10,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
34,Activity 1/Activity 2/Activity 16,2014-12-20T08:00:00Z/2014-12-20T08:05:00Z/2014-12-20T08:10:00Z,Group 1/Group 2/Group 1,DEFAULT/DEFAULT/DEFAULT
35,Activity 1/Activity 3/Activity 5/Activity 7/Activity 9/Activity 11,2015-01-01T08:00:00Z/2015-01-02T08:00:00Z/2015-01-03T08:00:00Z/2015-01-04T08:00:00Z/2015-01-05T08:00:00Z/2015-01-06T08:00:00Z,Group 3/Group 4/Group 5/Group 3/Group 4/Group 5,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
36,Activity 2/Activity 4/Activity 6/Activity 8/Activity 10/Activity 12/Activity 14/Activity 15/Activity 16,2015-02-10T09:00:00Z/2015-02-11T10:00:00Z/2015-02-12T11:00:00Z/2015-02-13T12:00:00Z/2015-02-14T13:00:00Z/2015-02-15T14:00:00Z/2015-02-16T15:00:00Z/2015-02-17T16:00:00Z/2015-02-18T17:00:00Z,Group 6/Group 7/Group 8/Group 9/Group 10/Group 11/Group 12/Group 13/Group 14,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
37,Activity 1/Activity 2/Activity 3/Activity 4/Activity 5/Activity 6/Activity 7/Activity 8/Activity 9/Activity 10/Activity 11/Activity 12/Activity 13/Activity 14,2015-03-07T08:18:29Z/2015-03-07T09:18:29Z/2015-03-08T08:18:29Z/2015-03-09T08:18:29Z/2015-03-10T14:00:00Z/2015-03-11T09:00:00Z/2015-03-12T10:00:00Z/2015-03-13T11:00:00Z/2015-03-14T12:00:00Z/2015-03-15T13:00:00Z/2015-03-16T14:00:00Z/2015-03-17T15:00:00Z/2015-03-18T16:00:00Z/2015-03-19T17:00:00Z,Group 1/Group 2/Group 1/Group 3/Group 4/Group 2/Group 5/Group 6/Group 1/Group 7/Group 8/Group 9/Group 2/Group 10,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
38,Activity 1/Activity 2/Activity 16,2015-04-20T08:00:00Z/2015-04-20T08:05:00Z/2015-04-20T08:10:00Z,Group 1/Group 2/Group 1,DEFAULT/DEFAULT/DEFAULT
39,Activity 1/Activity 3/Activity 5/Activity 7/Activity 9/Activity 11,2015-05-01T08:00:00Z/2015-05-02T08:00:00Z/2015-05-03T08:00:00Z/2015-05-04T08:00:00Z/2015-05-05T08:00:00Z/2015-05-06T08:00:00Z,Group 3/Group 4/Group 5/Group 3/Group 4/Group 5,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
40,Activity 2/Activity 4/Activity 6/Activity 8/Activity 10/Activity 12/Activity 14/Activity 15/Activity 16,2015-06-01T09:00:00Z/2015-06-01T10:00:00Z/2015-06-02T11:00:00Z/2015-06-02T12:00:00Z/2015-06-03T13:00:00Z/2015-06-03T14:00:00Z/2015-06-04T15:00:00Z/2015-06-04T16:00:00Z/2015-06-05T12:00:00Z,Group 6/Group 7/Group 8/Group 9/Group 10/Group 11/Group 12/Group 13/Group 14,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
41,Activity 1/Activity 2/Activity 3/Activity 4/Activity 5/Activity 6/Activity 7/Activity 8/Activity 9/Activity 10/Activity 11/Activity 12/Activity 13/Activity 14,2013-11-09T08:18:29Z/2013-11-09T09:18:29Z/2013-11-10T08:18:29Z/2013-11-11T08:18:29Z/2013-11-12T14:00:00Z/2013-11-13T09:00:00Z/2013-11-14T10:00:00Z/2013-11-15T11:00:00Z/2013-11-16T12:00:00Z/2013-11-17T13:00:00Z/2013-11-18T14:00:00Z/2013-11-19T15:00:00Z/2013-11-20T16:00:00Z/2013-11-21T17:00:00Z,Group 1/Group 2/Group 1/Group 3/Group 4/Group 2/Group 5/Group 6/Group 1/Group 7/Group 8/Group 9/Group 2/Group 10,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
42,Activity 1/Activity 2/Activity 16,2013-11-22T08:00:00Z/2013-11-22T08:05:00Z/2013-11-22T08:10:00Z,Group 1/Group 2/Group 1,DEFAULT/DEFAULT/DEFAULT
43,Activity 1/Activity 3/Activity 5/Activity 7/Activity 9/Activity 11,2013-12-03T08:00:00Z/2013-12-04T08:00:00Z/2013-12-05T08:00:00Z/2013-12-06T08:00:00Z/2013-12-07T08:00:00Z/2013-12-08T08:00:00Z,Group 3/Group 4/Group 5/Group 3/Group 4/Group 5,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
44,Activity 2/Activity 4/Activity 6/Activity 8/Activity 10/Activity 12/Activity 14/Activity 15/Activity 16,2014-01-12T09:00:00Z/2014-01-13T10:00:00Z/2014-01-14T11:00:00Z/2014-01-15T12:00:00Z/2014-01-16T13:00:00Z/2014-01-17T14:00:00Z/2014-01-18T15:00:00Z/2014-01-19T16:00:00Z/2014-01-20T17:00:00Z,Group 6/Group 7/Group 8/Group 9/Group 10/Group 11/Group 12/Group 13/Group 14,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
45,Activity 1/Activity 2/Activity 3/Activity 4/Activity 5/Activity 6/Activity 7/Activity 8/Activity 9/Activity 10/Activity 11/Activity 12/Activity 13/Activity 14,2014-02-09T08:18:29Z/2014-02-09T09:18:29Z/2014-02-10T08:18:29Z/2014-02-11T08:18:29Z/2014-02-12T14:00:00Z/2014-02-13T09:00:00Z/2014-02-14T10:00:00Z/2014-02-15T11:00:00Z/2014-02-16T12:00:00Z/2014-02-17T13:00:00Z/2014-02-18T14:00:00Z/2014-02-19T15:00:00Z/2014-02-20T16:00:00Z/2014-02-21T17:00:00Z,Group 1/Group 2/Group 1/Group 3/Group 4/Group 2/Group 5/Group 6/Group 1/Group 7/Group 8/Group 9/Group 2/Group 10,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
46,Activity 1/Activity 2/Activity 16,2014-03-22T08:00:00Z/2014-03-22T08:05:00Z/2014-03-22T08:10:00Z,Group 1/Group 2/Group 1,DEFAULT/DEFAULT/DEFAULT
47,Activity 1/Activity 3/Activity 5/Activity 7/Activity 9/Activity 11,2014-04-03T08:00:00Z/2014-04-04T08:00:00Z/2014-04-05T08:00:00Z/2014-04-06T08:00:00Z/2014-04-07T08:00:00Z/2014-04-08T08:00:00Z,Group 3/Group 4/Group 5/Group 3/Group 4/Group 5,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
48,Activity 2/Activity 4/Activity 6/Activity 8/Activity 10/Activity 12/Activity 14/Activity 15/Activity 16,2014-05-12T09:00:00Z/2014-05-13T10:00:00Z/2014-05-14T11:00:00Z/2014-05-15T12:00:00Z/2014-05-16T13:00:00Z/2014-05-17T14:00:00Z/2014-05-18T15:00:00Z/2014-05-19T16:00:00Z/2014-05-20T17:00:00Z,Group 6/Group 7/Group 8/Group 9/Group 10/Group 11/Group 12/Group 13/Group 14,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
49,Activity 1/Activity 2/Activity 3/Activity 4/Activity 5/Activity 6/Activity 7/Activity 8/Activity 9/Activity 10/Activity 11/Activity 12/Activity 13/Activity 14,2014-06-09T08:18:29Z/2014-06-09T09:18:29Z/2014-06-10T08:18:29Z/2014-06-11T08:18:29Z/2014-06-12T14:00:00Z/2014-06-13T09:00:00Z/2014-06-14T10:00:00Z/2014-06-15T11:00:00Z/2014-06-16T12:00:00Z/2014-06-17T13:00:00Z/2014-06-18T14:00:00Z/2014-06-19T15:00:00Z/2014-06-20T16:00:00Z/2014-06-21T17:00:00Z,Group 1/Group 2/Group 1/Group 3/Group 4/Group 2/Group 5/Group 6/Group 1/Group 7/Group 8/Group 9/Group 2/Group 10,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
50,Activity 1/Activity 2/Activity 16,2014-07-22T08:00:00Z/2014-07-22T08:05:00Z/2014-07-22T08:10:00Z,Group 1/Group 2/Group 1,DEFAULT/DEFAULT/DEFAULT
51,Activity 1/Activity 3/Activity 5/Activity 7/Activity 9/Activity 11,2014-08-03T08:00:00Z/2014-08-04T08:00:00Z/2014-08-05T08:00:00Z/2014-08-06T08:00:00Z/2014-08-07T08:00:00Z/2014-08-08T08:00:00Z,Group 3/Group 4/Group 5/Group 3/Group 4/Group 5,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
52,Activity 2/Activity 4/Activity 6/Activity 8/Activity 10/Activity 12/Activity 14/Activity 15/Activity 16,2014-09-12T09:00:00Z/2014-09-13T10:00:00Z/2014-09-14T11:00:00Z/2014-09-15T12:00:00Z/2014-09-16T13:00:00Z/2014-09-17T14:00:00Z/2014-09-18T15:00:00Z/2014-09-19T16:00:00Z/2014-09-20T17:00:00Z,Group 6/Group 7/Group 8/Group 9/Group 10/Group 11/Group 12/Group 13/Group 14,DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT/DEFAULT
